category,brand,name,price,features,tier,use_case_tags,compatibility_tags
AV Bridges & Specialty I/O,AverMedia (Pro Capture),AverMedia (Pro Capture) ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,AverMedia (Pro Capture),AverMedia (Pro Capture) EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,AverMedia (Pro Capture),AverMedia (Pro Capture) ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,AverMedia (Pro Capture),AverMedia (Pro Capture) AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Displays & Projectors,Samsung,Samsung GEN-8208 Series,2121.11,"Auto-generated","Standard","visuals","samsung_magicinfo"
Displays & Projectors,LG,LG GEN-4416 Series,2881.08,"Auto-generated","Standard","visuals","lg_supersign"
Displays & Projectors,Sony,Sony GEN-9430 Series,2012.92,"Auto-generated","Premium","visuals",""
Displays & Projectors,Panasonic,Panasonic GEN-1638 Series,2863.36,"Auto-generated","Standard","visuals",""
Displays & Projectors,Sharp/NEC (Sharp NEC Display),Sharp/NEC (Sharp NEC Display) GEN-5645 Series,2187.35,"Auto-generated","Standard","visuals",""
Displays & Projectors,Barco,Barco GEN-7774 Series,2997.77,"Auto-generated","Enterprise","visuals",""
Displays & Projectors,Christie,Christie GEN-8233 Series,2218.45,"Auto-generated","Enterprise","visuals",""
Displays & Projectors,Epson,Epson GEN-4451 Series,2563.63,"Auto-generated","Standard","visuals",""
Displays & Projectors,BenQ,BenQ GEN-6893 Series,2065.73,"Auto-generated","Standard","visuals",""
Displays & Projectors,ViewSonic,ViewSonic GEN-9441 Series,2558.83,"Auto-generated","Standard","visuals",""
Displays & Projectors,Optoma,Optoma GEN-5538 Series,2772.39,"Auto-generated","Standard","visuals",""
Displays & Projectors,Vivitek,Vivitek GEN-6859 Series,2058.46,"Auto-generated","Standard","visuals",""
Displays & Projectors,Hisense,Hisense GEN-1875 Series,2207.97,"Auto-generated","Standard","visuals",""
Displays & Projectors,Maxhub,Maxhub GEN-9972 Series,2789.26,"Auto-generated","Standard","visuals",""
UC & Collaboration Devices,Logitech (Rally/MeetUp/Tap),Logitech (Rally/MeetUp/Tap) GEN-5182 Series,1093.59,"Auto-generated","Standard","collaboration","logitech_sync"
UC & Collaboration Devices,Poly (HP),Poly (HP) GEN-7901 Series,1386.58,"Auto-generated","Premium","collaboration","poly_lens"
UC & Collaboration Devices,Cisco (Room/Desk/Board),Cisco (Room/Desk/Board) GEN-8914 Series,1217.4,"Auto-generated","Enterprise","collaboration","webex"
UC & Collaboration Devices,Jabra (PanaCast),Jabra (PanaCast) GEN-9130 Series,1006.13,"Auto-generated","Standard","collaboration",""
UC & Collaboration Devices,Yealink (A-series/MTR),Yealink (A-series/MTR) GEN-9585 Series,1282.8,"Auto-generated","Standard","collaboration",""
UC & Collaboration Devices,Neat,Neat GEN-5614 Series,1351.69,"Auto-generated","Premium","collaboration","neat_os"
UC & Collaboration Devices,DTEN,DTEN GEN-6623 Series,1036.96,"Auto-generated","Standard","collaboration","dten_os"
UC & Collaboration Devices,Aver (VC Bars),Aver (VC Bars) GEN-4424 Series,1434.9,"Auto-generated","Standard","collaboration",""
UC & Collaboration Devices,EPOS,EPOS GEN-6477 Series,1291.95,"Auto-generated","Standard","collaboration",""
UC & Collaboration Devices,Lenovo (ThinkSmart),Lenovo (ThinkSmart) GEN-3277 Series,1182.93,"Auto-generated","Standard","collaboration","lenovo_thinksmart"
PTZ & Pro Video Cameras,Sony (PTZ),Sony (PTZ) GEN-6302 Series,1577.62,"Auto-generated","Premium","video_capture",""
PTZ & Pro Video Cameras,Panasonic (PTZ),Panasonic (PTZ) GEN-1919 Series,1602.43,"Auto-generated","Standard","video_capture",""
PTZ & Pro Video Cameras,Canon (PTZ),Canon (PTZ) GEN-1865 Series,1852.19,"Auto-generated","Standard","video_capture",""
PTZ & Pro Video Cameras,BirdDog (NDI),BirdDog (NDI) GEN-2410 Series,1576.99,"Auto-generated","Standard","video_capture",""
PTZ & Pro Video Cameras,Lumens,Lumens GEN-6086 Series,1826.91,"Auto-generated","Standard","video_capture",""
PTZ & Pro Video Cameras,AVer (PTZ),AVer (PTZ) GEN-7762 Series,1844.75,"Auto-generated","Standard","video_capture",""
PTZ & Pro Video Cameras,Marshall Electronics,Marshall Electronics GEN-8204 Series,1956.12,"Auto-generated","Standard","video_capture",""
PTZ & Pro Video Cameras,PTZOptics,PTZOptics GEN-4999 Series,1931.29,"Auto-generated","Standard","video_capture",""
PTZ & Pro Video Cameras,Huddly,Huddly GEN-1144 Series,1648.87,"Auto-generated","Standard","video_capture",""
PTZ & Pro Video Cameras,Vaddio (Legrand AV),Vaddio (Legrand AV) GEN-4780 Series,1911.39,"Auto-generated","Standard","video_capture",""
Audio: Microphones & Conferencing,Shure (MXA/Stem),Shure (MXA/Stem) GEN-2900 Series,1427.79,"Auto-generated","Premium","audio,audio_capture",""
Audio: Microphones & Conferencing,Sennheiser (TeamConnect),Sennheiser (TeamConnect) GEN-2070 Series,1250.29,"Auto-generated","Premium","audio,audio_capture",""
Audio: Microphones & Conferencing,Audio-Technica,Audio-Technica GEN-3306 Series,1383.18,"Auto-generated","Standard","audio,audio_capture",""
Audio: Microphones & Conferencing,Biamp (Parlé),Biamp (Parlé) GEN-9556 Series,1093.59,"Auto-generated","Premium","audio,audio_capture",""
Audio: Microphones & Conferencing,Yamaha UC,Yamaha UC GEN-9694 Series,1175.76,"Auto-generated","Standard","audio,audio_capture",""
Audio: Microphones & Conferencing,Beyerdynamic,Beyerdynamic GEN-5390 Series,1166.7,"Auto-generated","Standard","audio,audio_capture",""
Audio: Microphones & Conferencing,Audix,Audix GEN-3373 Series,1202.4,"Auto-generated","Standard","audio,audio_capture",""
Audio: Microphones & Conferencing,Nureva,Nureva GEN-9426 Series,1447.85,"Auto-generated","Standard","audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne GEN-8133 Series,1312.33,"Auto-generated","Standard","audio,audio_capture",""
Audio: Microphones & Conferencing,AKG (Harman),AKG (Harman) GEN-6081 Series,1207.24,"Auto-generated","Standard","audio,audio_capture",""
Audio: DSP & Processing,QSC (Q-SYS),QSC (Q-SYS) GEN-2911 Series,1503.73,"Auto-generated","Enterprise","audio","q_sys"
Audio: DSP & Processing,Biamp (Tesira),Biamp (Tesira) GEN-9549 Series,1498.88,"Auto-generated","Premium","audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) GEN-6101 Series,1484.51,"Auto-generated","Standard","audio",""
Audio: DSP & Processing,Shure (IntelliMix),Shure (IntelliMix) GEN-1181 Series,1166.7,"Auto-generated","Premium","audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) GEN-3419 Series,1370.18,"Auto-generated","Standard","audio",""
Audio: DSP & Processing,ClearOne (Converge),ClearOne (Converge) GEN-1644 Series,1082.91,"Auto-generated","Standard","audio",""
Audio: DSP & Processing,Symetrix,Symetrix GEN-1510 Series,1258.83,"Auto-generated","Standard","audio",""
Audio: Loudspeakers & Amplifiers,JBL Professional (Harman),JBL Professional (Harman) GEN-3543 Series,1009.61,"Auto-generated","Standard","audio",""
Audio: Loudspeakers & Amplifiers,Bose Professional,Bose Professional GEN-8086 Series,1399.73,"Auto-generated","Standard","audio",""
Audio: Loudspeakers & Amplifiers,QSC (SPA/CX/Q),QSC (SPA/CX/Q) GEN-7901 Series,1033.43,"Auto-generated","Enterprise","audio","q_sys"
Audio: Loudspeakers & Amplifiers,RCF,RCF GEN-1111 Series,1073.43,"Auto-generated","Standard","audio",""
Audio: Loudspeakers & Amplifiers,Electro-Voice (EV),Electro-Voice (EV) GEN-6003 Series,1444.66,"Auto-generated","Standard","audio",""
Audio: Loudspeakers & Amplifiers,Dynacord,Dynacord GEN-8877 Series,1292.83,"Auto-generated","Standard","audio",""
Audio: Loudspeakers & Amplifiers,d&b audiotechnik,d&b audiotechnik GEN-1205 Series,1276.7,"Auto-generated","Enterprise","audio",""
Audio: Loudspeakers & Amplifiers,L-Acoustics,L-Acoustics GEN-4994 Series,1316.59,"Auto-generated","Enterprise","audio",""
Audio: Loudspeakers & Amplifiers,Meyer Sound,Meyer Sound GEN-5484 Series,1241.95,"Auto-generated","Enterprise","audio",""
Audio: Loudspeakers & Amplifiers,Tannoy,Tannoy GEN-4853 Series,1386.58,"Auto-generated","Standard","audio",""
Audio: Loudspeakers & Amplifiers,Community (Biamp),Community (Biamp) GEN-2415 Series,1194.51,"Auto-generated","Premium","audio",""
Audio: Loudspeakers & Amplifiers,Genelec,Genelec GEN-8228 Series,1498.88,"Auto-generated","Standard","audio",""
Audio: Loudspeakers & Amplifiers,Martin Audio,Martin Audio GEN-5285 Series,1202.4,"Auto-generated","Standard","audio",""
Audio: Loudspeakers & Amplifiers,EAW,EAW GEN-5914 Series,1351.69,"Auto-generated","Standard","audio",""
Control, Matrix & Extenders,Crestron (DM/Control),Crestron (DM/Control) GEN-2212 Series,1418.12,"Auto-generated","Enterprise","crestron_control"
Control, Matrix & Extenders,Extron,Extron GEN-2150 Series,1268.32,"Auto-generated","Premium",""
Control, Matrix & Extenders,AMX (Harman),AMX (Harman) GEN-2415 Series,1282.8,"Auto-generated","Standard",""
Control, Matrix & Extenders,Kramer,Kramer GEN-8815 Series,1182.93,"Auto-generated","Standard",""
Control, Matrix & Extenders,Atlona,Atlona GEN-7678 Series,1082.91,"Auto-generated","Standard",""
Control, Matrix & Extenders,Lightware,Lightware GEN-4192 Series,1458.07,"Auto-generated","Standard",""
Control, Matrix & Extenders,WyreStorm,WyreStorm GEN-6081 Series,1333.6,"Auto-generated","Standard",""
Control, Matrix & Extenders,Black Box,Black Box GEN-6101 Series,1207.24,"Auto-generated","Standard",""
Control, Matrix & Extenders,tvONE/OneDigitalSignage,tvONE/OneDigitalSignage GEN-3543 Series,1399.73,"Auto-generated","Standard",""
Control, Matrix & Extenders,Datapath,Datapath GEN-1111 Series,1241.95,"Auto-generated","Standard",""
Control, Matrix & Extenders,Analog Way,Analog Way GEN-5484 Series,1498.88,"Auto-generated","Standard",""
AV over IP & Streaming,Crestron (NVX),Crestron (NVX) GEN-2415 Series,1351.69,"Auto-generated","Enterprise","","crestron_control"
AV over IP & Streaming,Q-SYS NV Series,Q-SYS NV Series GEN-8228 Series,1418.12,"Auto-generated","Enterprise","","q_sys"
AV over IP & Streaming,Matrox (Maevex/Convert),Matrox (Maevex/Convert) GEN-5285 Series,1268.32,"Auto-generated","Standard","",""
AV over IP & Streaming,ZeeVee (SDVoE/AVoIP),ZeeVee (SDVoE/AVoIP) GEN-5914 Series,1282.8,"Auto-generated","Standard","",""
AV over IP & Streaming,Just Add Power,Just Add Power GEN-2212 Series,1182.93,"Auto-generated","Standard","",""
AV over IP & Streaming,Aurora Multimedia,Aurora Multimedia GEN-2150 Series,1082.91,"Auto-generated","Standard","",""
AV over IP & Streaming,IDK,IDK GEN-2415 Series,1458.07,"Auto-generated","Standard","",""
AV over IP & Streaming,Haivision,Haivision GEN-8815 Series,1333.6,"Auto-generated","Standard","",""
AV over IP & Streaming,AJA Video Systems,AJA Video Systems GEN-7678 Series,1207.24,"Auto-generated","Standard","",""
AV over IP & Streaming,Magewell,Magewell GEN-4192 Series,1399.73,"Auto-generated","Standard","",""
AV over IP & Streaming,Epiphan Video,Epiphan Video GEN-6081 Series,1241.95,"Auto-generated","Standard","",""
AV over IP & Streaming,NewTek/Vizrt (NDI),NewTek/Vizrt (NDI) GEN-6101 Series,1498.88,"Auto-generated","Standard","",""
Digital Signage Players & CMS,BrightSign,BrightSign GEN-3543 Series,1202.4,"Auto-generated","Standard","",""
Digital Signage Players & CMS,Scala,Scala GEN-1111 Series,1351.69,"Auto-generated","Standard","",""
Digital Signage Players & CMS,Navori,Navori GEN-5484 Series,1418.12,"Auto-generated","Standard","",""
Digital Signage Players & CMS,NoviSign,NoviSign GEN-4853 Series,1268.32,"Auto-generated","Standard","",""
Digital Signage Players & CMS,SpinetiX,SpinetiX GEN-2415 Series,1282.8,"Auto-generated","Standard","",""
Digital Signage Players & CMS,Samsung MagicINFO,Samsung MagicINFO GEN-8228 Series,1182.93,"Auto-generated","Standard","","samsung_magicinfo"
Digital Signage Players & CMS,LG SuperSign,LG SuperSign GEN-5285 Series,1082.91,"Auto-generated","Standard","","lg_supersign"
Digital Signage Players & CMS,NowSignage,NowSignage GEN-5914 Series,1458.07,"Auto-generated","Standard","",""
Digital Signage Players & CMS,Yodeck,Yodeck GEN-2212 Series,1333.6,"Auto-generated","Standard","",""
Digital Signage Players & CMS,IAdea,IAdea GEN-2150 Series,1207.24,"Auto-generated","Standard","",""
Wireless Presentation,Barco ClickShare,Barco ClickShare GEN-2415 Series,1399.73,"Auto-generated","Standard","","barco_clickshare"
Wireless Presentation,Mersive Solstice,Mersive Solstice GEN-8815 Series,1241.95,"Auto-generated","Standard","",""
Wireless Presentation,Kramer VIA,Kramer VIA GEN-7678 Series,1498.88,"Auto-generated","Standard","",""
Wireless Presentation,BenQ InstaShow,BenQ InstaShow GEN-4192 Series,1202.4,"Auto-generated","Standard","",""
Wireless Presentation,ScreenBeam,ScreenBeam GEN-6081 Series,1351.69,"Auto-generated","Standard","",""
Wireless Presentation,Airtame,Airtame GEN-6101 Series,1418.12,"Auto-generated","Standard","",""
Wireless Presentation,Crestron AirMedia,Crestron AirMedia GEN-3543 Series,1268.32,"Auto-generated","Enterprise","",""
Wireless Presentation,Crestron AirMedia,Crestron AirMedia GEN-3543 Series,1268.32,"Auto-generated","Enterprise","",""
Mounts, Racks & Enclosures,Chief (Legrand AV),Chief (Legrand AV) GEN-5484 Series,1182.93,"Auto-generated","Standard",""
Mounts, Racks & Enclosures,Middle Atlantic (Legrand AV),Middle Atlantic (Legrand AV) GEN-4853 Series,1082.91,"Auto-generated","Standard",""
Mounts, Racks & Enclosures,Peerless-AV,Peerless-AV GEN-2415 Series,1458.07,"Auto-generated","Standard",""
Mounts, Racks & Enclosures,Sanus (Legrand AV),Sanus (Legrand AV) GEN-8228 Series,1333.6,"Auto-generated","Standard",""
Mounts, Racks & Enclosures,Vogel's,Vogel's GEN-5285 Series,1207.24,"Auto-generated","Standard",""
Mounts, Racks & Enclosures,B-Tech,B-Tech GEN-5914 Series,1399.73,"Auto-generated","Standard",""
Mounts, Racks & Enclosures,SmartMetals,SmartMetals GEN-2212 Series,1241.95,"Auto-generated","Standard",""
Mounts, Racks & Enclosures,Audipack,Audipack GEN-2150 Series,1498.88,"Auto-generated","Standard",""
Mounts, Racks & Enclosures,Omnimount,Omnimount GEN-2415 Series,1202.4,"Auto-generated","Standard",""
Cables, Connectors & Infrastructure,Belden,Belden GEN-8815 Series,1351.69,"Auto-generated","Standard",""
Cables, Connectors & Infrastructure,Extron,Extron GEN-7678 Series,1418.12,"Auto-generated","Premium",""
Cables, Connectors & Infrastructure,Kramer,Kramer GEN-4192 Series,1268.32,"Auto-generated","Standard",""
Cables, Connectors & Infrastructure,C2G (Legrand),C2G (Legrand) GEN-6081 Series,1282.8,"Auto-generated","Standard",""
Cables, Connectors & Infrastructure,Lindy,Lindy GEN-6101 Series,1182.93,"Auto-generated","Standard",""
Cables, Connectors & Infrastructure,Liberty AV Solutions,Liberty AV Solutions GEN-3543 Series,1082.91,"Auto-generated","Standard",""
Cables, Connectors & Infrastructure,Neutrik,Neutrik GEN-1111 Series,1458.07,"Auto-generated","Standard",""
Cables, Connectors & Infrastructure,Panduit,Panduit GEN-5484 Series,1333.6,"Auto-generated","Standard",""
Cables, Connectors & Infrastructure,Leviton,Leviton GEN-4853 Series,1207.24,"Auto-generated","Standard",""
Cables, Connectors & Infrastructure,CommScope,CommScope GEN-2415 Series,1399.73,"Auto-generated","Standard",""
Cables, Connectors & Infrastructure,Fiberguide/Optical Cable Corp,Fiberguide/Optical Cable Corp GEN-8228 Series,1241.95,"Auto-generated","Standard",""
Network Switches (AV-friendly),NETGEAR (M4250/M4350 AV Line),NETGEAR (M4250/M4350 AV Line) GEN-5285 Series,1498.88,"Auto-generated","Standard","",""
Network Switches (AV-friendly),Cisco (Catalyst),Cisco (Catalyst) GEN-5914 Series,1202.4,"Auto-generated","Enterprise","",""
Network Switches (AV-friendly),Aruba (HPE),Aruba (HPE) GEN-2212 Series,1351.69,"Auto-generated","Standard","",""
Network Switches (AV-friendly),Niveo Professional,Niveo Professional GEN-2150 Series,1418.12,"Auto-generated","Standard","",""
Network Switches (AV-friendly),Extreme Networks,Extreme Networks GEN-2415 Series,1268.32,"Auto-generated","Standard","",""
Network Switches (AV-friendly),Ubiquiti,Ubiquiti GEN-8815 Series,1282.8,"Auto-generated","Standard","",""
Network Switches (AV-friendly),Araknis,Araknis GEN-7678 Series,1182.93,"Auto-generated","Standard","",""
Network Switches (AV-friendly),MikroTik,MikroTik GEN-4192 Series,1082.91,"Auto-generated","Standard","",""
Room Scheduling & Touch Panels,Crestron,Crestron GEN-6081 Series,1458.07,"Auto-generated","Enterprise","","crestron_control"
Room Scheduling & Touch Panels,Extron,Extron GEN-6101 Series,1333.6,"Auto-generated","Premium","",""
Room Scheduling & Touch Panels,Q-SYS,Q-SYS GEN-3543 Series,1207.24,"Auto-generated","Enterprise","","q_sys"
Room Scheduling & Touch Panels,IAdea,IAdea GEN-1111 Series,1399.73,"Auto-generated","Standard","",""
Room Scheduling & Touch Panels,Humly,Humly GEN-5484 Series,1241.95,"Auto-generated","Standard","",""
Room Scheduling & Touch Panels,Yealink,Yealink GEN-4853 Series,1498.88,"Auto-generated","Standard","",""
Room Scheduling & Touch Panels,Logitech Tap Scheduler,Logitech Tap Scheduler GEN-2415 Series,1202.4,"Auto-generated","Standard","","logitech_sync,room_booking"
Assistive Listening & Hearing Loop,Listen Technologies,Listen Technologies GEN-8228 Series,1351.69,"Auto-generated","Standard","",""
Assistive Listening & Hearing Loop,Williams AV,Williams AV GEN-5285 Series,1418.12,"Auto-generated","Standard","",""
Assistive Listening & Hearing Loop,Sennheiser MobileConnect,Sennheiser MobileConnect GEN-5914 Series,1268.32,"Auto-generated","Premium","",""
